SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00028688,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 3:48:47 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 2:52:06 PM,3/3/2014 3:48:47 PM,,,2/6/2014 3:48:47 PM,10/30/2014 12:31:17 PM,2323 CHESTER STREET SE,38.86253806906190,-76.98816387968240,20020,48535,32767,32767,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,PHONE
14-00028689,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:49:16 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:17 PM,2/13/2014 3:49:16 PM,Comments update:  14-00028689-Broken Parking Meter  Meter Found Working,,2/6/2014 3:49:16 PM,2/12/2014 10:36:13 AM,600 - 699 BLOCK I STREET NW,38.900868211277,-77.02090974891730,,0,454855,390883,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028690,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:51:19 PM,CLOSED,1,DDOT,N,2/11/2014 3:07:17 PM,UNKNOWN,2/11/2014 3:03:09 PM,2/13/2014 3:51:19 PM,Comments update:  14-00028690-Broken Parking Meter  Meter Found Working,,2/6/2014 3:51:19 PM,2/12/2014 10:07:20 AM,2000 - 2099 BLOCK I STREET NW,38.90069214019530,-77.04577498023280,,0,476443,409866,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00028691,UNKNOWN,DMV51,DMV - Refunds - Tickets,ADJUSERV,Adjudication Services,2/6/2014 3:51:38 PM,CLOSED,1,DMV,N,2/7/2014 3:39:00 PM,UNKNOWN,2/7/2014 3:41:40 PM,3/21/2014 3:51:38 PM,Refund has been submitted for processing. Once the refund is processed it take 6-8 weeks for the customer to receive.,,2/6/2014 3:51:38 PM,7/29/2014 9:14:49 AM,200 - 599 BLOCK 9TH STREET SW,38.88579269034750,-77.024025905499,,0,455658,391686,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,PHONE
14-00028692,UNKNOWN,S0423,Supercan - Repair,SWMCOLSU,Supercans,2/6/2014 3:52:10 PM,CLOSED,1,DPW,N,2/11/2014 6:47:00 AM,Complete,2/11/2014 6:52:56 AM,3/7/2014 3:52:10 PM,damaged cart can not be repaired dc015048,,2/6/2014 3:52:10 PM,2/11/2014 7:06:35 AM,1716 E STREET SE,38.88302088528110,-76.97997199565180,20003,57450,34665,34665,6,6B,6B09,FIRST,108,26,NONE,NONE,NONE,PHONE
14-00028693,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:52:59 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:18 PM,2/13/2014 3:52:59 PM,Comments update:  14-00028693-  Meter Found Working,,2/6/2014 3:52:59 PM,10/30/2014 12:31:17 PM,7TH STREET NW & I STREET NW,38.90087045535510,-77.02191098144850,,0,140465,140465,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,PHONE
14-00028694,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:53:19 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:18 PM,2/13/2014 3:53:19 PM,Comments update:  14-00028694-Broken Parking Meter  Meter Found Working,,2/6/2014 3:53:19 PM,2/12/2014 10:36:13 AM,3200 - 3229 BLOCK WATER STREET NW,38.90268692992390,-77.06333515501050,,0,454846,390874,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00028695,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 3:54:55 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 9:15:34 AM,3/3/2014 3:54:55 PM,,,2/6/2014 3:54:55 PM,1/3/2015 12:01:17 PM,533 QUINCY STREET NW,38.93796166025520,-77.02012902257030,20011,247738,90620,90620,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,PHONE
14-00028696,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:56:12 PM,CLOSED,1,DDOT,N,2/11/2014 12:06:57 PM,UNKNOWN,2/11/2014 12:03:07 PM,2/13/2014 3:56:12 PM,Comments update:  14-00028696-Broken Parking MeterMeter Repaired,,2/6/2014 3:56:12 PM,2/11/2014 8:08:56 PM,1800 - 1899 BLOCK M STREET NW,38.90565430450470,-77.04256760288690,,0,454859,390887,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00028697,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 3:56:57 PM,CLOSED,1,DPW,N,,UNKNOWN,2/25/2014 9:59:51 AM,3/3/2014 3:56:57 PM,,,2/6/2014 3:56:57 PM,2/25/2014 10:06:39 AM,4713 B STREET SE,38.88743840678610,-76.93445324027090,20019,18039,10439,10439,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00028698,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:56:58 PM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:22 PM,2/13/2014 3:56:58 PM,Comments update:  14-00028698-Broken Parking Meter  Meter Found Working,,2/6/2014 3:56:58 PM,2/12/2014 4:06:36 AM,300 - 307 BLOCK 6TH STREET SE,38.88581474063090,-76.99845380040010,,0,470903,405317,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,OPEN311
14-00028699,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:57:30 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:14 PM,2/13/2014 3:57:30 PM,Comments update:  14-00028699-Broken Parking Meter  Meter Found Working,,2/6/2014 3:57:30 PM,2/12/2014 10:07:20 AM,700 - 770 BLOCK 5TH STREET NW,38.89868350391080,-77.01892825175860,,0,477022,410376,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028700,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:58:12 PM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:22 PM,2/13/2014 3:58:12 PM,Comments update:  14-00028700-  Meter Found Working,,2/6/2014 3:58:12 PM,8/28/2014 5:28:05 PM,400 SOUTH CAPITOL STREET SE,38.88496310891980,-77.00880456516280,,0,270459,270646,6,6B,6B01,FIRST,106,26,NONE,NONE,NONE,PHONE
14-00028701,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 3:58:28 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:13 PM,2/13/2014 3:58:28 PM,Comments update:  14-00028701-Broken Parking Meter  Meter Found Working,,2/6/2014 3:58:28 PM,2/12/2014 12:38:01 AM,900 - 1099 BLOCK WATER STREET SW,38.88068128653010,-77.02611085692260,,0,470517,404967,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00028702,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:00:41 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:14 PM,2/13/2014 4:00:41 PM,Comments update:  14-00028702-Broken Parking Meter  Meter Found Working,,2/6/2014 4:00:41 PM,2/12/2014 12:38:01 AM,600 - 699 BLOCK D STREET NW,38.8947931573,-77.020906219156,,0,455677,391705,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028703,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:00:46 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:14 PM,2/13/2014 4:00:46 PM,Comments update:  14-00028703-Broken Parking Meter  Meter Found Working,,2/6/2014 4:00:46 PM,2/12/2014 12:38:01 AM,900 - 1099 BLOCK WATER STREET SW,38.88068128653010,-77.02611085692260,,0,470517,404967,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00028704,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/6/2014 4:00:47 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 1:34:45 PM,3/24/2014 4:00:47 PM,,,2/6/2014 4:00:47 PM,10/23/2014 2:51:09 PM,17 Q STREET NE,38.91092275669190,-77.008062553955,20002,57950,34461,34461,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,PHONE
14-00028705,UNKNOWN,HMDCP,How's My Driving - Complaint,HOMYDRPR,How's My Driving Program,2/6/2014 4:01:57 PM,OVERDUE OPEN,1,ORM,N,,UNKNOWN,,2/18/2014 4:01:57 PM,,,2/6/2014 4:01:57 PM,1/3/2015 12:01:17 PM,EASTERN AVENUE NE & KENILWORTH AVENUE NE,38.91236175877070,-76.93431053655470,,0,213525,213525,7,7D,7D03,SIXTH,601,29,NONE,NONE,NONE,PHONE
14-00028706,UNKNOWN,S0376,Sign New Investigation,SIGNS,Signs,2/6/2014 4:04:12 PM,OVERDUE OPEN,1,DDOT,N,2/6/2014 4:10:59 PM,UNKNOWN,,8/13/2014 4:04:12 PM,Comments update:  14-00028706-THE RESIDENTS ARE REQUESTING A 4 WAY STOP SIGN BE PLACED THERE,,2/6/2014 4:04:12 PM,8/14/2014 12:35:06 AM,1000 - 1199 BLOCK LAWRENCE STREET NE,38.93151291437420,-76.99173086328950,,0,477179,410528,5,5A,5A07,FIFTH,504,22,NONE,NONE,NONE,PHONE
14-00028707,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:04:52 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:20 PM,2/13/2014 4:04:52 PM,Comments update:  14-00028707-Broken Parking Meter  Meter Found Working,,2/6/2014 4:04:52 PM,2/12/2014 10:07:20 AM,1100 - 1199 BLOCK 14TH STREET NW,38.90451509985740,-77.03194903569450,,0,456002,392030,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,OPEN311
14-00028708,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:05:02 PM,CLOSED,1,DPW,N,,UNKNOWN,2/25/2014 9:29:46 AM,3/3/2014 4:05:02 PM,,,2/6/2014 4:05:02 PM,2/25/2014 9:36:14 AM,1322 29TH STREET NW,38.90749079817950,-77.058331522320,20007,223483,66213,66213,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,PHONE
14-00028709,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:06:06 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 2:05:18 PM,3/3/2014 4:06:06 PM,,,2/6/2014 4:06:06 PM,12/4/2014 9:20:16 AM,5086 G STREET SE,38.88073783290470,-76.93032742240730,20019,305363,422707,362502,7,7E,7E03,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00028710,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:07:27 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:21 PM,2/13/2014 4:07:27 PM,Comments update:  14-00028710-Broken Parking Meter  Meter Found Working,,2/6/2014 4:07:27 PM,2/12/2014 10:07:20 AM,1100 - 1199 BLOCK 14TH STREET NW,38.90451509985740,-77.03194903569450,,0,456002,392030,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,OPEN311
14-00028711,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:07:34 PM,CLOSED,1,DDOT,N,2/6/2014 4:38:01 PM,UNKNOWN,2/6/2014 4:33:18 PM,2/13/2014 4:07:34 PM,Comments update:  14-00028711-meter # is not in system.  meter reading FAIL.Address Not Found,,2/6/2014 4:07:34 PM,2/7/2014 1:05:41 PM,11TH STREET NW & MONROE STREET NW,38.93279122934860,-77.02848796276870,,0,207267,207267,1,1A,1A06,FOURTH,409,2,NONE,NONE,NONE,PHONE
14-00028712,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/6/2014 4:07:43 PM,OVERDUE CLOSED,1,DPW,N,2/7/2014 1:56:00 PM,Collected - Close SR,2/26/2014 1:57:11 PM,2/10/2014 4:07:43 PM,CLD BY AH   02/26/14    COLLECTED BY M. QUEEN,,2/6/2014 4:07:43 PM,1/3/2015 12:01:17 PM,1356 L STREET SE,38.87768000425020,-76.98630187595830,20003,66090,40820,40820,6,6B,6B07,FIRST,106,26,NONE,NONE,NONE,PHONE
14-00028713,UNKNOWN,DMV01,DMV - Driver's License/ID Issues,DRIVEHSE,Driver Vehicle Services,2/6/2014 4:08:09 PM,CLOSED,1,DMV,N,2/12/2014 4:24:00 PM,Mailed - Close SR,2/12/2014 4:24:22 PM,2/24/2014 2:08:09 AM,"Greetings, the credential is currently being tracked and is scheduled to be delivered prior to the temporary credential expiring. If in the meantime, the customer�s temporary credential expires, the customer must visit any DMV service center for an updated temporary as any duplicate credential requires a new photograph.",,2/6/2014 4:08:09 PM,9/16/2014 1:36:08 PM,900 - 999 BLOCK 12TH STREET NW,38.90192502760850,-77.02807862359260,,0,456808,392830,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,PHONE
14-00028714,UNKNOWN,S0287,Sign Removal Investigation,SIGNS,Signs,2/6/2014 4:08:36 PM,CLOSED,1,DDOT,N,2/7/2014 3:21:35 PM,UNKNOWN,2/7/2014 3:16:43 PM,,"Comments update:  14-00028714-construction signs been up over 2yrs residents would like for them to be taken down since no construction is being done By CRAIG, DIRK: 2/7/2014 3:16:43 PM Per Inspector Collins, Ongoing construction at the Chinese Embassy on the west side of Conn ave, the sign is in place for driver notification. ",,2/6/2014 4:08:36 PM,2/8/2014 7:06:57 PM,2027 KALORAMA ROAD NW,38.91902034142210,-77.047498791987,20009,235175,78155,78155,1,1C,1C02,THIRD,303,1,NONE,NONE,NONE,PHONE
14-00028715,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 4:10:32 PM,CLOSED,1,DDOT,N,2/8/2014 6:28:16 AM,UNKNOWN,2/8/2014 6:28:18 AM,2/11/2014 4:10:32 PM,"POTHOLE STREET REPAIR ( WO # 405518 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 4:10:32 PM,2/8/2014 11:35:05 PM,802 WHEELER HILL DRIVE SE,38.84217393742250,-76.99542586254050,20032,145509,54730,54730,8,8E,8E05,SEVENTH,705,39,NONE,NONE,NONE,OPEN311
14-00028716,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:10:46 PM,CLOSED,1,DDOT,N,2/11/2014 12:06:57 PM,UNKNOWN,2/11/2014 12:03:07 PM,2/13/2014 4:10:46 PM,Comments update:  14-00028716-Broken Parking MeterMeter Repaired,,2/6/2014 4:10:46 PM,2/11/2014 8:08:56 PM,1800 - 1801 BLOCK N STREET NW,38.90724754033560,-77.041874998168,,0,476399,409823,2,2B,2B07,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00028717,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:11:21 PM,CLOSED,1,DDOT,N,2/12/2014 12:06:56 AM,UNKNOWN,2/12/2014 12:03:09 AM,2/13/2014 4:11:21 PM,Comments update:  14-00028717-Broken Parking Meter  Meter Found Working,,2/6/2014 4:11:21 PM,2/12/2014 10:36:13 AM,6800 - 6899 BLOCK 4TH STREET NW,38.97297613749750,-77.01802905685020,,0,458042,394069,4,4B,4B02,FOURTH,401,17,NONE,NONE,NONE,OPEN311
14-00028718,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 4:13:13 PM,OVERDUE CLOSED,1,DDOT,N,9/10/2014 4:09:38 PM,UNKNOWN,9/10/2014 4:04:02 PM,2/10/2014 4:13:13 PM,"Comments update:  14-00028718- By NGUYEN, TAN H: 9/10/2014 4:04:02 PM work completed under different work order. ",,2/6/2014 4:13:13 PM,9/10/2014 4:36:18 PM,450 E STREET NW,38.89580441953720,-77.01826500156310,20442,293245,130222,130222,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,PHONE
14-00028719,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 4:13:18 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 5:22:33 AM,UNKNOWN,2/12/2014 5:18:07 AM,2/10/2014 4:13:18 PM,Comments update:  14-00028719-STREET LIGHTRepairs Completed,,2/6/2014 4:13:18 PM,2/12/2014 10:36:13 AM,5108 MACOMB STREET NW,38.93296507523090,-77.10491344374280,20016,268605,111175,111175,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00028720,UNKNOWN,DMV66,DMV - Copy of Ticket,ADJUSERV,Adjudication Services,2/6/2014 4:14:30 PM,CLOSED,1,DMV,N,2/7/2014 9:37:00 AM,UNKNOWN,2/7/2014 9:55:39 AM,2/13/2014 4:14:30 PM,Please explain to the customer that there is no record of the registration being forwarded over with online mail adjudication. Please advise the customer to fax over a copy of the registration  over to Ms. Turner. Please have the customer to include the citation and SR number with fax. (202)727-6045 or  (202)727-7006,,2/6/2014 4:14:30 PM,7/29/2014 9:14:49 AM,2352 Q STREET SE,38.87094030853170,-76.97113340529050,20020,48043,32633,32633,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00028721,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:14:53 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:15 PM,2/13/2014 4:14:53 PM,Comments update:  14-00028721-Broken Parking Meter  Meter Found Working,,2/6/2014 4:14:53 PM,2/12/2014 12:38:01 AM,1300 - 1399 BLOCK 9TH STREET NW,38.90790923738990,-77.02396642567710,,0,456127,392155,2,2F,2F06,THIRD,308,7,NONE,NONE,NONE,OPEN311
14-00028722,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/6/2014 4:15:26 PM,OVERDUE CLOSED,1,DPW,Y,3/10/2014 10:27:00 AM,Vehicle Gone on Arrival - Close SR,3/10/2014 10:27:43 AM,2/27/2014 4:15:26 PM,PER AVI C.ESCOBAR THIS VEHICLE WAS GOA FROM THIS LOCATION ON 3/7/14...MP,,2/6/2014 4:15:26 PM,3/10/2014 10:40:25 AM,2601 - 2898 BLOCK WADE ROAD SE,38.85787236558730,-76.99840850805770,,0,455097,391125,8,8C,8C02,SEVENTH,703,37,NONE,NONE,NONE,PHONE
14-00028723,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:16:40 PM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:38 PM,2/13/2014 4:16:40 PM,Comments update:  14-00028723-Broken Parking Meter  Meter Found Working,,2/6/2014 4:16:40 PM,2/11/2014 5:35:45 AM,1300 - 1399 BLOCK H STREET NE,38.90019905603470,-76.98690618596540,,0,455202,391230,6,6A,6A06,FIRST,104,25,NONE,NONE,NONE,OPEN311
14-00028724,UNKNOWN,S0361,Sidewalk Repair,SISYINOD,SIOD ,2/6/2014 4:18:53 PM,OVERDUE OPEN,1,DDOT,N,10/1/2014 11:20:04 AM,UNKNOWN,,7/1/2014 4:18:53 PM,"SIDEWALK REMOVE & REPLACE ( WO # 406861 )Projected Start:  OCT 01, 2014    Finish: SEP 30, 2015   Actual Start:  N/A    Finish: N/A",,2/6/2014 4:18:53 PM,10/1/2014 12:07:57 PM,1314 14TH STREET NW,38.907764012128,-77.032359125052,20005,240234,83532,83532,2,2F,2F02,SECOND,208,7,NONE,NONE,NONE,PHONE
14-00028725,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:19:21 PM,CLOSED,1,DPW,N,2/21/2014 12:59:00 PM,Complete,2/20/2014 7:23:21 PM,3/3/2014 4:19:21 PM,John Dove - Collected � Close SR,,2/6/2014 4:19:21 PM,2/21/2014 1:36:26 PM,776 IRVING STREET NW,38.92871287310070,-77.025475340711,20010,232813,76136,76136,1,1A,1A10,THIRD,302,2,NONE,NONE,NONE,PHONE
14-00028726,UNKNOWN,S0321,Recycling Collection - Missed,SWMCOLRE,Recycling,2/6/2014 4:20:04 PM,OVERDUE CLOSED,1,DPW,N,2/7/2014 1:55:00 PM,Collected - Close SR,2/26/2014 1:55:53 PM,2/10/2014 4:20:04 PM,CLD BY AH   02/26/14    COLLECTED BY M. QUEEN,,2/6/2014 4:20:04 PM,10/28/2014 3:26:59 PM,1359 F STREET NE,38.89713455314090,-76.98677412030040,20002,65944,40708,40708,6,6A,6A06,FIRST,108,25,NONE,NONE,NONE,PHONE
14-00028727,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 4:20:13 PM,CLOSED,1,DDOT,N,2/8/2014 7:43:13 AM,UNKNOWN,2/8/2014 7:43:16 AM,2/11/2014 4:20:13 PM,"POTHOLE STREET REPAIR ( WO # 405603 )Projected Start:  FEB 08, 2014    Finish: FEB 10, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 4:20:13 PM,2/9/2014 12:06:36 AM,IRVING STREET NE & MICHIGAN AVENUE NE,38.93044058555210,-77.002447582328,,0,206955,206955,5,5C,5C11,FOURTH,405,21,NONE,NONE,NONE,PHONE
14-00028728,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:20:25 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:15 PM,2/13/2014 4:20:25 PM,Comments update:  14-00028728-Broken Parking Meter  Meter Found Working,,2/6/2014 4:20:25 PM,2/12/2014 10:07:20 AM,1000 - 1099 BLOCK 17TH STREET NW,38.90313312362050,-77.03850899122330,,0,455417,391445,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00028729,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 4:20:27 PM,CLOSED,1,DDOT,N,2/7/2014 1:36:06 PM,UNKNOWN,2/7/2014 1:36:09 PM,2/11/2014 4:20:27 PM,"POTHOLE STREET REPAIR ( WO # 405526 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 4:20:27 PM,2/8/2014 4:35:19 PM,701 3RD STREET NW,38.89856460484690,-77.01493447337650,20001,293253,130517,130517,2,6C,6C01,FIRST,103,8,NONE,NONE,NONE,OPEN311
14-00028730,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:21:49 PM,CLOSED,1,DPW,N,,UNKNOWN,2/19/2014 2:28:38 PM,3/3/2014 4:21:49 PM,,,2/6/2014 4:21:49 PM,2/19/2014 2:40:06 PM,5130 KANSAS AVENUE NW,38.95300998296590,-77.01799954713360,20011,248547,91735,91735,4,4D,4D03,FOURTH,403,18,NONE,NONE,NONE,PHONE
14-00028731,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:22:20 PM,CLOSED,1,DDOT,N,2/6/2014 5:23:06 PM,UNKNOWN,2/6/2014 5:19:02 PM,2/13/2014 4:22:20 PM,Comments update:  14-00028731-22400992NW-OUT OF ORDER FAILED.Address Not Found,,2/6/2014 4:22:20 PM,2/7/2014 5:35:18 PM,6TH STREET NW & NEW YORK AVENUE NW,38.90357710768080,-77.01990580781380,,0,140784,140784,6,2C,2C04,FIRST,102,8,NONE,NONE,NONE,PHONE
14-00028732,UNKNOWN,DMV19,DMV - Vehicle Registration Issues,DRIVEHSE,Driver Vehicle Services,2/6/2014 4:22:46 PM,CLOSED,1,DMV,N,2/11/2014 2:40:00 PM,Mailed - Close SR,2/11/2014 2:40:26 PM,2/19/2014 2:22:46 AM,replaced on 02/08/2014,,2/6/2014 4:22:46 PM,2/11/2014 3:07:06 PM,200 - 299 BLOCK I STREET NE,38.90132458987850,-77.00280203405860,,0,455349,391377,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,WEB
14-00028733,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:23:11 PM,CLOSED,1,DDOT,N,2/6/2014 5:23:06 PM,UNKNOWN,2/6/2014 5:19:02 PM,2/13/2014 4:23:11 PM,Comments update:  14-00028733-Address Not Found,,2/6/2014 4:23:11 PM,8/28/2014 5:28:05 PM,200 L STREET SE,38.87769672005390,-77.00275057380040,20003,150223,58669,58669,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,PHONE
14-00028734,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:23:16 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:21 PM,2/13/2014 4:23:16 PM,Comments update:  14-00028734-Broken Parking Meter  Meter Found Working,,2/6/2014 4:23:16 PM,2/12/2014 10:07:20 AM,900 - 907 BLOCK 5TH STREET NW,38.90099376783350,-77.01892868666970,,0,455753,391781,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028735,UNKNOWN,DMV19,DMV - Vehicle Registration Issues,DRIVEHSE,Driver Vehicle Services,2/6/2014 4:24:50 PM,CLOSED,1,DMV,N,2/8/2014 4:04:00 PM,Mailed - Close SR,2/8/2014 4:04:47 PM,2/19/2014 2:24:50 AM,,,2/6/2014 4:24:50 PM,3/3/2014 12:21:10 PM,1600 KENNEDY STREET NW,38.95412393577660,-77.03825813035940,20011,301593,265841,266028,4,4A,4A08,FOURTH,403,NONE,NONE,NONE,NONE,PHONE
14-00028736,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 4:25:32 PM,CLOSED,1,DDOT,N,2/7/2014 8:53:53 AM,UNKNOWN,2/7/2014 8:49:02 AM,2/11/2014 4:25:32 PM,Comments update:  14-00028736-It's three to four pot hole in one areaCombined to request - 1300745,,2/6/2014 4:25:32 PM,2/8/2014 4:08:02 AM,4045 MINNESOTA AVENUE NE,38.89605918751540,-76.94794985408190,20019,27505,17064,17064,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,WEB
